,28,955,1170,2011,2163,2248,2080,1432,1226,1044,1086,1101,1124,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3,PlateFormat,Endpoint,Luminescence,Raw,FALSE,1,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,
,,3433,4541,20439,54814680,52716376,47229436,6017574,6381456,5781022,5323626,5651874,5254719,,,,,,,,,,,,,,,
,,3870,8304,61755,40733184,35167144,34630448,4126013,3972389,4757974,5139178,5812268,5891733,,,,,,,,,,,,,,,
,,3962,10740,55704,35297496,4426952,36495816,3949253,3690731,4784890,4381374,4944633,6133834,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3679,9632,42545,154869,125823,163478,45885,12588,8669,16453,19557,15849,,,,,,,,,,,,,,,
,,2350,3123,4708,6697,7196,7067,4904,4136,2316,2065,2016,1987,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LUMINISCENCE 12 hr,1.3,PlateFormat,Endpoint,Luminescence,Raw,FALSE,1,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,
,28,1182,1669,16262,50764908,49811840,49432648,4277122,4602808,4894098,4052456,4824631,5048159,,,,,,,,,,,,,,,
,,1346,2118,36062,46609732,45654232,45426984,2360575,2522344,2897028,4543739,5019706,5863160,,,,,,,,,,,,,,,
,,1458,2147,33444,41643660,41229928,45371360,2894150,2820114,3357336,2939536,3609780,4312285,,,,,,,,,,,,,,,
~End,,6454,11253,50372,91216256,93245064,92632448,2359877,2427568,1968969,1488894,1733249,2131320,,,,,,,,,,,,,,,
Plate:,,7091,12890,89242,72987080,73178824,70952488,1029332,981650,1371786,1424405,1780658,1931166,,,,,,,,,,,,,,,
,,7428,13000,112005,70981064,11669799,72888656,1055503,1149747,1565200,1440335,1889937,2284686,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1515,2148,21452,122115,140361,136926,20823,3561,2297,7330,9789,10711,,,,,,,,,,,,,,,
,,1545,1865,3749,3994,4229,3782,2316,1783,1422,1249,1170,1059,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Copy Of LUMINISCENCE 12 hr,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3,PlateFormat,Endpoint,Luminescence,Raw,FALSE,1,,,,,,,,,,,,,,,,,,,,
,28,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,
,,6454,11253,50372,91216256,93245064,92632448,2359877,2427568,1968969,1488894,1733249,2131320,,,,,,,,,,,,,,,
,,7091,12890,89242,72987080,73178824,70952488,1029332,981650,1371786,1424405,1780658,1931166,,,,,,,,,,,,,,,
~End,,7428,13000,112005,70981064,11669799,72888656,1055503,1149747,1565200,1440335,1889937,2284686,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6347,14318,79294,315719,295247,403280,114360,25857,9393,11259,10724,8829,,,,,,,,,,,,,,,
,,5034,6843,9890,13660,21325,25160,17803,8472,4060,3118,2673,2797,,,,,,,,,,,,,,,
